,Event ID,Title,Event Type,Severity,Description,Source,Date
482,404,"Damages from UK flooding, winter 2015-16",Impact,More severe or more likely to occur,"""Estimated attributable damages from UK flood events"" to human-caused climate change amounts to $805m.",https://doi.org/10.1016/j.crm.2021.100285,2015-16
483,405,Lesotho-South Africa drought and 2007 food crisis,Impact,More severe or more likely to occur,"""Climate change was found to be a critical driver that led to the 2007 crisis in Lesotho, aggravating an ongoing decline in food production in the country.""",https://www.nature.com/articles/s41598-021-83375-x,2007
484,406,Heat-related mortality attributable to climate change,Impact,More severe or more likely to occur,"""Across all study countries, we find that 37.0% (range 20.5–76.3%) of warm-season heat-related deaths can be attributed to anthropogenic climate change and that increased mortality is evident on every continent.""",https://www.nature.com/articles/s41558-021-01058-x,
485,407,"Increasing US crop insurance losses, 1991-2017",Impact,More severe or more likely to occur,"""[W]e estimate that county-level temperature trends have contributed $27.0bn – or 19% – of the national-level crop insurance losses over the 1991–2017 period.""",https://iopscience.iop.org/article/10.1088/1748-9326/ac1223,1991-2017
486,Rapid study.  408,"Early growing period frost in France, March-April 2021",Impact,More severe or more likely to occur,"""[H]uman-caused warming…affected the earlier occurrence of bud burst…thus exposing young leaves to more winter-like conditions with lower minimum temperatures and longer nights.""",https://www.worldweatherattribution.org/human-caused-climate-change-increased-the-likelihood-of-early-growing-period-frost-in-france/,2021
487,409,Individual responsibility for China 2022 heatwave impacts,Impact,More severe or more likely to occur,"""A relatively simple technique finds sample individuals responsible for between 0.53 and 18.10 yuan""",https://iopscience.iop.org/article/10.1088/1748-9326/abe9e9,2022
488,410,Hurricane Sandy economic damages,Impact,More severe or more likely to occur,"""We find that approximately $8.1bn of Sandy’s damages are attributable to climate-mediated anthropogenic sea level rise""",https://www.nature.com/articles/s41467-021-22838-1,
489,411,"Warm extremes over Asia's mid-high latitudes, 1979-2014",Heat,More severe or more likely to occur,"""Briefly, the increased anthropogenic activity has exacerbated the warm extremes and soothed the cold extremes over the mid–high latitudes of Asia during the past decades.""",https://doi.org/10.1002/joc.7753,1979-2014
490,412,"Record-breaking wet-bulb heat over southern China, September 2021",Heat,More severe or more likely to occur,"""2021-like events would happen extremely rarely without anthropogenic warming…and have become a 1-in-16-year event in the factual world.""",https://doi.org/10.1016/j.accre.2022.11.007,2021
491,413,"Record-breaking Antarctic Peninsula heatwave, 2022",Heat,More severe or more likely to occur,"""The aggravated severity of the event can be largely ascribed to long-term summer warming of the Antarctic Peninsula.""",https://doi.org/10.1038/s43247-022-00450-5,2022
492,414,"Strengthening temperature seasonality in the Mediterranean, 1950–2014",Heat,More severe or more likely to occur,"""Anthropogenic forcing was found to play a major role in changes in the temperature seasonality.""",https://doi.org/10.1029/2022GL099658,1950
493,415,"Intensifying regional heatwaves across Eurasia, 1950-2018",Heat,More severe or more likely to occur,"""[T]the intensifying Eurasian heatwave tendency is a combined result of both climate change and human activities.""",https://doi.org/10.1007/s00382-021-06054-7,1950-2018
494,416,"Heat discomfort days in China, 1961-2014",Heat,More severe or more likely to occur,"""Further, the impacts of GHG and anthropogenic forcings on the HDDs (CDDs) are detectable over China, except for central and eastern China.""",https://doi.org/10.1007/s00376-021-1168-x,1961-2014
495,417,"Record-breaking heat in north-western China, July-August 2015",Heat,More severe or more likely to occur,"Using different approaches, the study finds that ""anthropogenic forcing has increased the likelihood of hot extremes"" like those seen in 2015 by a factor of 27, 12 or 21.",https://doi.org/10.1007/s13351-022-1109-3,2015
496,418,"Northern hemisphere concurrent large heatwaves, 1979-2019",Heat,More severe or more likely to occur,"""Their increasing occurrence is mainly driven by warming baseline temperatures due to global heating.""",https://doi.org/10.1175/JCLI-D-21-0200.1,1979-2019
497,419,"South Korea heatwave, October 2021",Heat,More severe or more likely to occur,"""GCM ensembles indicate that the the October 2021 South Korean heatwave was extremely unlikely to occur without human influences""",https://journals.ametsoc.org/view/journals/bams/103/12/BAMS-D-22-0124.1.xml,2021
498,420,"East Asia record heat, February 2021",Heat,More severe or more likely to occur,"""Human-induced warming is estimated to have increased the occurrence probability of events like the record-breaking warm February in East Asia by a factor of 4–20.""",https://journals.ametsoc.org/view/journals/bams/103/12/BAMS-D-22-0139.1.xml,2021
499,Rapid study.  421,"South America extreme heat, 2022",Heat,More severe or more likely to occur,"""Human-caused climate change made the event about 60 times more. Alternatively, a heatwave with a similar probability would be about 1.4C less hot in a world that had not been warmed by human activities.""",https://www.worldweatherattribution.org/climate-change-made-record-breaking-early-season-heat-in-argentina-and-paraguay-about-60-times-more-likely/,2022
500,Rapid study.  422,"UK 40C heat, July 2022",Heat,More severe or more likely to occur,"""Human-caused climate change made the event at least 10 times more likely. In the models, the same event would be about 2C less hot in a 1.2C cooler world.""",https://www.worldweatherattribution.org/without-human-caused-climate-change-temperatures-of-40c-in-the-uk-would-have-been-extremely-unlikely/,2022
501,423,Lake heatwaves over the past few decades,Heat,More severe or more likely to occur,"""We estimated that 94% of severe heatwaves observed in recent decades have an anthropogenic contribution""",https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2021GL097031,
502,424,Western Europe's extremely warm May of 2020,Heat,More severe or more likely to occur,"""The extremely warm May of 2020 in western Europe was favoured by persistent high pressure, but human influence is also estimated to have made such events 40 times more likely.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/christidis_final.pdf,2020
503,Rapid study.  425,"India & Pakistan heatwave, May 2022",Heat,More severe or more likely to occur,"""Because of climate change, the probability of an event such as that in 2022 has increased by a factor of about 30.""",https://www.worldweatherattribution.org/climate-change-made-devastating-early-heat-in-india-and-pakistan-30-times-more-likely/,2022
504,Rapid study.  426,"North India & Pakistan heatwave, May 2022",Heat,More severe or more likely to occur,"""The analysis suggests that human influence has increased the likelihood of extreme April-May temperature anomalies by a factor of about 100.""",https://www.metoffice.gov.uk/binaries/content/assets/metofficegovuk/pdf/research/climate-science/attribution/indian_heatwave_2022.pdf,2022
505,427,Pre-term births in China due to heat over 2010-20,Heat,More severe or more likely to occur,"""In simulated scenarios, 25.8% of heatwave-related preterm births per year on average can be attributed to anthropogenic climate change, which further result in substantial human capital losses, estimated at over $1 billion costs.""",https://www.nature.com/articles/s41467-022-35008-8,2010-20
506,428,"Summer heat-related illness in North Carolina, 2011-16",Heat,More severe or more likely to occur,"""About 3 out of 20 heat-realteed illness visits are attributable to anthropogenic climate change in Coastal and Piedmont regions.""",https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2022GH000636,2011-16
507,429,"Heat-related child mortality in Africa, 1995-2020",Heat,More severe or more likely to occur,"""By 2009, heat-related child mortality was double what it would have been without climate change""",https://iopscience.iop.org/article/10.1088/1748-9326/ac7ac5,1995-2020
508,430,"Tibetan Plateau extremely low solar radiation, 2021",Sunshine,More severe or more likely to occur,"""The 2021 low solar radiation over southeastern Tibetan Plateau was mainly caused by abnormally strong southerlies and further enhanced by anthropogenic aerosols and [greenhouse gas]-induced warming, and consequently reduced vegetation growth.""",https://ametsoc.net/eee/2021_22/AcceptedMS_BAMS-D-22-0122.pdf,2021
509,431,"North American 'megadrought', 2021",Drought,More severe or more likely to occur,"""We show that after exceptional drought severity in 2021, ~19% of which is attributable to anthropogenic climate trends…""",https://doi.org/10.1038/s41558-022-01290-z,2021
510,432,"Iran meteorological drought, 2020-21",Drought,More severe or more likely to occur,"""CMIP6 simulations suggest that the 2020/21-like severe and long-lasting Iran droughts have become more probable by at least 50% due mainly to anthropogenic greenhouse gas increases.""",https://journals.ametsoc.org/view/journals/bams/103/12/BAMS-D-22-0149.1.xml,2020-21
